"filename", "language", "JSON", "JavaScript", "Markdown", "Shell Script", "CSS", "HTML", "Properties", "Ignore", "YAML", "XML", "comment", "blank", "total"
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\keymap\sublime.js", "JavaScript", 0, 652, 0, 0, 0, 0, 0, 0, 0, 0, 7, 56, 715
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\keymap\vim.js", "JavaScript", 0, 5184, 0, 0, 0, 0, 0, 0, 0, 0, 297, 65, 5546
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\lib\codemirror.css", "CSS", 0, 0, 0, 0, 284, 0, 0, 0, 0, 0, 23, 43, 350
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\lib\codemirror.js", "JavaScript", 0, 8080, 0, 0, 0, 0, 0, 0, 0, 0, 884, 815, 9779
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\apl\apl.js", "JavaScript", 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 175
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\apl\index.html", "HTML", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 14, 73
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\asciiarmor\asciiarmor.js", "JavaScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 75
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\asciiarmor\index.html", "HTML", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 9, 47
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\asn.1\asn.1.js", "JavaScript", 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 205
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\asn.1\index.html", "HTML", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 10, 79
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\asterisk\asterisk.js", "JavaScript", 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 25, 11, 221
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\asterisk\index.html", "HTML", 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 26, 156
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\brainfuck\brainfuck.js", "JavaScript", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 16, 3, 86
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\brainfuck\index.html", "HTML", 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 11, 86
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\clike\clike.js", "JavaScript", 0, 713, 0, 0, 0, 0, 0, 0, 0, 0, 176, 47, 936
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\clike\index.html", "HTML", 0, 0, 0, 0, 0, 319, 0, 0, 0, 0, 0, 62, 381
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\clike\scala.html", "HTML", 0, 0, 0, 0, 0, 698, 0, 0, 0, 0, 0, 70, 768
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\clike\test.js", "JavaScript", 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21, 166
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\clojure\clojure.js", "JavaScript", 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31, 293
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\clojure\index.html", "HTML", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 16, 96
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\clojure\test.js", "JavaScript", 0, 350, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28, 385
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\cmake\cmake.js", "JavaScript", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 98
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\cmake\index.html", "HTML", 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 14, 130
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\cobol\cobol.js", "JavaScript", 0, 240, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 256
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\cobol\index.html", "HTML", 0, 0, 0, 0, 0, 205, 0, 0, 0, 0, 0, 6, 211
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\coffeescript\coffeescript.js", "JavaScript", 0, 350, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 360
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\coffeescript\index.html", "HTML", 0, 0, 0, 0, 0, 552, 0, 0, 0, 0, 0, 189, 741
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\commonlisp\commonlisp.js", "JavaScript", 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 125
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\commonlisp\index.html", "HTML", 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 20, 178
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\crystal\crystal.js", "JavaScript", 0, 347, 0, 0, 0, 0, 0, 0, 0, 0, 20, 67, 434
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\crystal\index.html", "HTML", 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 24, 117
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\css\css.js", "JavaScript", 0, 794, 0, 0, 0, 0, 0, 0, 0, 0, 8, 59, 861
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\css\gss.html", "HTML", 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 23, 105
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\css\gss_test.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 18
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\css\index.html", "HTML", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 15, 76
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\css\less.html", "HTML", 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 22, 153
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\css\less_test.js", "JavaScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 55
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\css\scss.html", "HTML", 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 28, 159
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\css\scss_test.js", "JavaScript", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31, 111
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\css\test.js", "JavaScript", 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 6, 48, 218
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\cypher\cypher.js", "JavaScript", 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 152
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\cypher\index.html", "HTML", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 6, 65
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\cypher\test.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 38
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\d\d.js", "JavaScript", 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 224
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\d\index.html", "HTML", 0, 0, 0, 0, 0, 235, 0, 0, 0, 0, 0, 39, 274
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\d\test.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 12
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\dart\dart.js", "JavaScript", 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17, 167
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\dart\index.html", "HTML", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 12, 72
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\diff\diff.js", "JavaScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 48
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\diff\index.html", "HTML", 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 10, 118
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\django\django.js", "JavaScript", 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 45, 46, 357
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\django\index.html", "HTML", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 8, 74
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\dockerfile\dockerfile.js", "JavaScript", 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 212
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\dockerfile\index.html", "HTML", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 10, 74
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\dockerfile\test.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 97, 5, 129
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\dtd\dtd.js", "JavaScript", 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 143
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\dtd\index.html", "HTML", 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 3, 12, 90
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\dylan\dylan.js", "JavaScript", 0, 276, 0, 0, 0, 0, 0, 0, 0, 0, 44, 33, 353
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\dylan\index.html", "HTML", 0, 0, 0, 0, 0, 352, 0, 0, 0, 0, 0, 56, 408
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\dylan\test.js", "JavaScript", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 89
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\ebnf\ebnf.js", "JavaScript", 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 196
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\ebnf\index.html", "HTML", 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 13, 103
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\ecl\ecl.js", "JavaScript", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 207
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\ecl\index.html", "HTML", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 9, 53
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\eiffel\eiffel.js", "JavaScript", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 52, 4, 161
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\eiffel\index.html", "HTML", 0, 0, 0, 0, 0, 376, 0, 0, 0, 0, 0, 54, 430
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\elm\elm.js", "JavaScript", 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27, 244
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\elm\index.html", "HTML", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 11, 62
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\erlang\erlang.js", "JavaScript", 0, 471, 0, 0, 0, 0, 0, 0, 0, 0, 63, 86, 620
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\erlang\index.html", "HTML", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 13, 77
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\factor\factor.js", "JavaScript", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 23, 5, 86
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\factor\index.html", "HTML", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 16, 78
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\fcl\fcl.js", "JavaScript", 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28, 174
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\fcl\index.html", "HTML", 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 17, 109
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\forth\forth.js", "JavaScript", 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 181
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\forth\index.html", "HTML", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 14, 76
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\fortran\fortran.js", "JavaScript", 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 189
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\fortran\index.html", "HTML", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 21, 82
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\gas\gas.js", "JavaScript", 0, 288, 0, 0, 0, 0, 0, 0, 0, 0, 17, 41, 346
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\gas\index.html", "HTML", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 12, 69
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\gfm\gfm.js", "JavaScript", 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 130
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\gfm\index.html", "HTML", 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 29, 137
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\gfm\test.js", "JavaScript", 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 199
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\gherkin\gherkin.js", "JavaScript", 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 30, 25, 179
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\gherkin\index.html", "HTML", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 7, 49
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\go\go.js", "JavaScript", 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 188
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\go\index.html", "HTML", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 13, 86
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\groovy\groovy.js", "JavaScript", 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 234
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\groovy\index.html", "HTML", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 12, 85
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\haml\haml.js", "JavaScript", 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 162
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\haml\index.html", "HTML", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 1, 11, 80
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\haml\test.js", "JavaScript", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24, 98
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\handlebars\handlebars.js", "JavaScript", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 71
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\handlebars\index.html", "HTML", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 18, 83
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\haskell-literate\haskell-literate.js", "JavaScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 44
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\haskell-literate\index.html", "HTML", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 0, 52, 283
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\haskell\haskell.js", "JavaScript", 0, 262, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 269
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\haskell\index.html", "HTML", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 12, 74
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\haxe\haxe.js", "JavaScript", 0, 450, 0, 0, 0, 0, 0, 0, 0, 0, 13, 53, 516
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\haxe\index.html", "HTML", 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 15, 125
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\htmlembedded\htmlembedded.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 38
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\htmlembedded\index.html", "HTML", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 8, 61
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\htmlmixed\htmlmixed.js", "JavaScript", 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 153
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\htmlmixed\index.html", "HTML", 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 1, 10, 101
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\http\http.js", "JavaScript", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 114
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\http\index.html", "HTML", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 10, 46
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\idl\idl.js", "JavaScript", 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17, 291
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\idl\index.html", "HTML", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 14, 66
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\index.html", "HTML", 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 9, 166
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\javascript\index.html", "HTML", 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 12, 115
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\javascript\javascript.js", "JavaScript", 0, 912, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 935
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\javascript\json-ld.html", "HTML", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 9, 73
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\javascript\test.js", "JavaScript", 0, 430, 0, 0, 0, 0, 0, 0, 0, 0, 3, 89, 522
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\javascript\typescript.html", "HTML", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 13, 63
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\jinja2\index.html", "HTML", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 5, 55
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\jinja2\jinja2.js", "JavaScript", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 147
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\jsx\index.html", "HTML", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 18, 90
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\jsx\jsx.js", "JavaScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 73, 11, 149
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\jsx\test.js", "JavaScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23, 92
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\julia\index.html", "HTML", 0, 0, 0, 0, 0, 174, 0, 0, 0, 0, 0, 23, 197
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\julia\julia.js", "JavaScript", 0, 412, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 426
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\livescript\index.html", "HTML", 0, 0, 0, 0, 0, 352, 0, 0, 0, 0, 0, 108, 460
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\livescript\livescript.js", "JavaScript", 0, 268, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 281
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\lua\index.html", "HTML", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 15, 86
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\lua\lua.js", "JavaScript", 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 160
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\markdown\index.html", "HTML", 0, 0, 0, 0, 0, 295, 0, 0, 0, 0, 0, 124, 419
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\markdown\markdown.js", "JavaScript", 0, 730, 0, 0, 0, 0, 0, 0, 0, 0, 46, 111, 887
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\markdown\test.js", "JavaScript", 0, 1008, 0, 0, 0, 0, 0, 0, 0, 0, 117, 195, 1320
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mathematica\index.html", "HTML", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 9, 73
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mathematica\mathematica.js", "JavaScript", 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 22, 14, 177
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mbox\index.html", "HTML", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 9, 45
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mbox\mbox.js", "JavaScript", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 11, 17, 130
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\meta.js", "JavaScript", 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 221
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mirc\index.html", "HTML", 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 8, 162
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mirc\mirc.js", "JavaScript", 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 194
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mllike\index.html", "HTML", 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 35, 199
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mllike\mllike.js", "JavaScript", 0, 353, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 360
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\modelica\index.html", "HTML", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 9, 68
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\modelica\modelica.js", "JavaScript", 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 14, 42, 246
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mscgen\index.html", "HTML", 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 18, 152
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mscgen\mscgen.js", "JavaScript", 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 176
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mscgen\mscgen_test.js", "JavaScript", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 85
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mscgen\msgenny_test.js", "JavaScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 78
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mscgen\xu_test.js", "JavaScript", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 88
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mumps\index.html", "HTML", 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 8, 86
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\mumps\mumps.js", "JavaScript", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 21, 26, 149
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\nginx\index.html", "HTML", 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 42, 182
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\nginx\nginx.js", "JavaScript", 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26, 179
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\nsis\index.html", "HTML", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 17, 80
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\nsis\nsis.js", "JavaScript", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 96
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\ntriples\index.html", "HTML", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 9, 71
"c:\Users\fjvem\Desktop\graph-width-visualizer\public\codemirror\mode\ntriples\ntriples.js", "JavaScript", 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 39, 18, 196
